locus	transcript	exp	obs
16:226786	ENST00000320868	1.1414e-01	0
16:226787	ENST00000320868	1.0625e-01	0
16:226788	ENST00000320868	4.5002e-02	0
16:226789	ENST00000320868	2.9519e-01	0
16:226791	ENST00000320868	2.2048e-01	0
16:226792	ENST00000320868	3.7565e-01	0
16:226794	ENST00000320868	2.4626e-01	0
16:226795	ENST00000320868	2.6552e-01	0
16:226797	ENST00000320868	2.1145e-01	0
16:226798	ENST00000320868	1.1414e-01	0
16:226799	ENST00000320868	9.0983e-02	1
16:226800	ENST00000320868	1.2497e-01	0
16:226801	ENST00000320868	3.0381e-01	0
16:226803	ENST00000320868	9.0983e-02	0
16:226804	ENST00000320868	1.6606e-01	0
16:226806	ENST00000320868	1.5876e-01	0
16:226807	ENST00000320868	1.1414e-01	0
16:226808	ENST00000320868	1.2938e-01	0
16:226809	ENST00000320868	8.8189e-02	0
16:226810	ENST00000320868	2.5960e-01	1
16:226928	ENST00000320868	8.2591e-02	0
16:226929	ENST00000320868	1.5034e-01	0
16:226930	ENST00000320868	2.5088e-01	1
16:226931	ENST00000320868	2.3495e-01	1
16:226932	ENST00000320868	1.2834e-01	0
16:226933	ENST00000320868	8.3017e-02	0
16:226934	ENST00000320868	8.2591e-02	0
16:226935	ENST00000320868	7.0546e-02	0
16:226936	ENST00000320868	4.4707e-02	0
16:226938	ENST00000320868	1.1486e-01	0
16:226939	ENST00000320868	2.0569e-01	0
16:226941	ENST00000320868	1.0232e-01	0
16:226942	ENST00000320868	6.7897e-02	0
16:226943	ENST00000320868	8.2591e-02	0
16:226944	ENST00000320868	2.3773e-01	0
16:226945	ENST00000320868	2.3773e-01	0
16:226947	ENST00000320868	1.3391e-01	0
16:226948	ENST00000320868	2.9127e-01	0
16:226950	ENST00000320868	1.3391e-01	0
16:226951	ENST00000320868	2.9672e-01	0
16:226953	ENST00000320868	9.4635e-02	0
16:226954	ENST00000320868	1.0423e-01	0
16:226955	ENST00000320868	1.0220e-01	0
16:226956	ENST00000320868	1.1701e-01	0
16:226957	ENST00000320868	2.9672e-01	0
16:226959	ENST00000320868	1.2006e-01	0
16:226960	ENST00000320868	1.3666e-01	0
16:226962	ENST00000320868	1.0423e-01	0
16:226963	ENST00000320868	8.4572e-02	0
16:226964	ENST00000320868	8.4137e-02	0
16:226965	ENST00000320868	2.4218e-01	0
16:226966	ENST00000320868	1.5203e+00	0
16:226968	ENST00000320868	1.9786e-01	0
16:226969	ENST00000320868	1.3877e-01	0
16:226970	ENST00000320868	8.5367e-02	0
16:226971	ENST00000320868	1.0602e-01	0
16:226972	ENST00000320868	8.6026e-02	0
16:226973	ENST00000320868	1.7757e-01	0
16:226974	ENST00000320868	4.9918e-01	0
16:226975	ENST00000320868	1.1902e-01	0
16:226976	ENST00000320868	1.3590e-01	0
16:226977	ENST00000320868	7.3102e-02	0
16:226978	ENST00000320868	1.3343e-01	0
16:226980	ENST00000320868	9.3167e-02	0
16:226981	ENST00000320868	2.0443e-01	0
16:226982	ENST00000320868	1.0041e-01	0
16:226983	ENST00000320868	1.7996e-01	0
16:226984	ENST00000320868	1.4097e-01	0
16:226985	ENST00000320868	1.9659e-01	0
16:226986	ENST00000320868	5.3322e-01	1
16:226987	ENST00000320868	2.4798e-01	0
16:226989	ENST00000320868	9.4539e-02	0
16:226990	ENST00000320868	2.0252e-01	0
16:226992	ENST00000320868	2.0396e-01	0
16:226993	ENST00000320868	2.5163e-01	0
16:226995	ENST00000320868	6.7274e-02	0
16:226996	ENST00000320868	1.3754e-01	0
16:226997	ENST00000320868	7.6392e-02	0
16:226998	ENST00000320868	3.1541e-01	0
16:226999	ENST00000320868	1.3898e-01	0
16:227001	ENST00000320868	9.5387e-02	0
16:227002	ENST00000320868	1.1222e-01	0
16:227003	ENST00000320868	7.7374e-02	0
16:227004	ENST00000320868	2.6074e-01	0
16:227005	ENST00000320868	2.5837e-01	0
16:227007	ENST00000320868	1.8750e-01	0
16:227008	ENST00000320868	1.4688e-01	0
16:227009	ENST00000320868	2.0730e-01	0
16:227010	ENST00000320868	1.6566e+00	2
16:227011	ENST00000320868	2.6149e-01	0
16:227013	ENST00000320868	1.0429e-01	0
16:227014	ENST00000320868	1.1486e-01	0
16:227015	ENST00000320868	1.1262e-01	0
16:227016	ENST00000320868	7.6225e-02	0
16:227017	ENST00000320868	1.1486e-01	0
16:227018	ENST00000320868	7.9199e-02	0
16:227019	ENST00000320868	3.2699e-01	0
16:227020	ENST00000320868	1.5034e-01	0
16:227022	ENST00000320868	1.0995e-01	0
16:227023	ENST00000320868	2.6730e-01	0
16:227025	ENST00000320868	1.5288e+00	1
16:227026	ENST00000320868	1.3033e-01	0
16:227027	ENST00000320868	2.1407e-01	0
16:227028	ENST00000320868	5.0924e-01	0
16:227029	ENST00000320868	5.1417e-01	0
16:227031	ENST00000320868	8.0007e-02	0
16:227032	ENST00000320868	1.4902e-01	0
16:227034	ENST00000320868	1.3416e-01	0
16:227035	ENST00000320868	3.4020e-01	0
16:227037	ENST00000320868	1.2683e-01	0
16:227038	ENST00000320868	1.5122e-01	0
16:227039	ENST00000320868	2.2004e-01	1
16:227040	ENST00000320868	5.2344e-01	0
16:227041	ENST00000320868	2.7755e-01	0
16:227043	ENST00000320868	2.2538e+00	0
16:227044	ENST00000320868	1.5778e-01	0
16:227046	ENST00000320868	2.7755e-01	0
16:227047	ENST00000320868	1.5703e+00	0
16:227049	ENST00000320868	2.2497e-01	0
16:227050	ENST00000320868	1.5778e-01	0
16:227051	ENST00000320868	2.2004e-01	0
16:227052	ENST00000320868	7.2352e-01	0
16:227053	ENST00000320868	1.5778e-01	0
16:227055	ENST00000320868	2.4235e-01	0
16:227056	ENST00000320868	1.3533e-01	0
16:227057	ENST00000320868	2.2004e-01	0
16:227058	ENST00000320868	5.6758e-01	0
16:227059	ENST00000320868	1.3533e-01	0
16:227060	ENST00000320868	1.0050e-01	0
16:227061	ENST00000320868	2.9559e-01	0
16:227062	ENST00000320868	2.9559e-01	0
16:227063	ENST00000320868	2.2302e-01	0
16:227064	ENST00000320868	1.1318e-01	0
16:227065	ENST00000320868	2.7767e-01	0
16:227067	ENST00000320868	1.2683e-01	0
16:227068	ENST00000320868	1.4990e-01	0
16:227069	ENST00000320868	2.1812e-01	0
16:227070	ENST00000320868	5.1889e-01	0
16:227071	ENST00000320868	5.1889e-01	0
16:227073	ENST00000320868	8.0007e-02	0
16:227074	ENST00000320868	1.4902e-01	0
16:227076	ENST00000320868	1.3416e-01	0
16:227077	ENST00000320868	2.4024e-01	1
16:227079	ENST00000320868	5.1889e-01	1
16:227080	ENST00000320868	2.7514e-01	0
16:227082	ENST00000320868	8.2397e-02	0
16:227083	ENST00000320868	1.5171e-01	0
16:227085	ENST00000320868	1.0337e-01	0
16:227086	ENST00000320868	2.2682e-01	0
16:227087	ENST00000320868	2.3827e-01	0
16:227088	ENST00000320868	5.6265e-01	0
16:227089	ENST00000320868	1.3416e-01	0
16:227090	ENST00000320868	1.5452e-01	0
16:227091	ENST00000320868	8.2397e-02	0
16:227092	ENST00000320868	1.5039e-01	0
16:227094	ENST00000320868	2.2497e-01	0
16:227095	ENST00000320868	1.5778e-01	0
16:227096	ENST00000320868	2.2004e-01	1
16:227097	ENST00000320868	5.2344e-01	0
16:227098	ENST00000320868	5.2344e-01	0
16:227100	ENST00000320868	2.2497e-01	0
16:227101	ENST00000320868	1.5778e-01	0
16:227102	ENST00000320868	1.0050e-01	0
16:227103	ENST00000320868	1.0945e-01	0
16:227104	ENST00000320868	1.2156e-01	0
16:227105	ENST00000320868	3.8170e-02	0
16:227106	ENST00000320868	2.3073e-01	0
16:227107	ENST00000320868	1.2156e-01	0
16:227109	ENST00000320868	4.6606e-01	0
16:227110	ENST00000320868	6.0181e-01	0
16:227112	ENST00000320868	3.4883e-01	0
16:227113	ENST00000320868	1.6161e-01	0
16:227115	ENST00000320868	2.5355e-01	0
16:227116	ENST00000320868	1.4252e-01	0
16:227117	ENST00000320868	1.6272e-01	0
16:227118	ENST00000320868	3.0660e-01	0
16:227119	ENST00000320868	6.5327e-01	0
16:227121	ENST00000320868	1.6914e-01	0
16:227122	ENST00000320868	1.4813e-01	0
16:227124	ENST00000320868	1.3883e-01	0
16:227125	ENST00000320868	1.6552e-01	0
16:227126	ENST00000320868	1.0625e-01	0
16:227127	ENST00000320868	1.3196e-01	0
16:227128	ENST00000320868	1.0707e-01	0
16:227129	ENST00000320868	9.2181e-02	0
16:227130	ENST00000320868	1.1981e-01	0
16:227131	ENST00000320868	1.3196e-01	0
16:227132	ENST00000320868	9.0983e-02	0
16:227282	ENST00000320868	2.5046e-01	0
16:227283	ENST00000320868	1.1414e-01	0
16:227285	ENST00000320868	9.0983e-02	0
16:227286	ENST00000320868	1.5200e-01	0
16:227288	ENST00000320868	1.3196e-01	0
16:227289	ENST00000320868	2.5046e-01	1
16:227290	ENST00000320868	1.2497e-01	0
16:227291	ENST00000320868	2.2048e-01	0
16:227292	ENST00000320868	1.7271e-01	1
16:227293	ENST00000320868	1.0625e-01	0
16:227294	ENST00000320868	1.6606e-01	0
16:227295	ENST00000320868	2.4626e-01	0
16:227296	ENST00000320868	4.7233e-02	0
16:227297	ENST00000320868	9.0983e-02	0
16:227298	ENST00000320868	1.6606e-01	0
16:227300	ENST00000320868	8.9156e-02	0
16:227301	ENST00000320868	1.6606e-01	0
16:227303	ENST00000320868	3.7565e-01	0
16:227304	ENST00000320868	1.7271e-01	0
16:227306	ENST00000320868	1.4813e-01	0
16:227307	ENST00000320868	3.7565e-01	1
16:227309	ENST00000320868	9.0983e-02	0
16:227310	ENST00000320868	1.6606e-01	1
16:227312	ENST00000320868	1.2497e-01	0
16:227313	ENST00000320868	3.0381e-01	1
16:227315	ENST00000320868	5.7297e-01	0
16:227316	ENST00000320868	3.0381e-01	0
16:227318	ENST00000320868	2.2048e-01	1
16:227319	ENST00000320868	1.7271e-01	0
16:227320	ENST00000320868	1.6914e-01	0
16:227321	ENST00000320868	2.5960e-01	0
16:227322	ENST00000320868	1.1414e-01	1
16:227324	ENST00000320868	3.0660e-01	0
16:227325	ENST00000320868	3.0660e-01	0
16:227327	ENST00000320868	5.7297e-01	0
16:227328	ENST00000320868	3.0381e-01	0
16:227330	ENST00000320868	5.1462e-01	1
16:227331	ENST00000320868	1.1414e-01	1
16:227332	ENST00000320868	1.0625e-01	0
16:227333	ENST00000320868	1.6552e-01	0
16:227334	ENST00000320868	1.0707e-01	0
16:227335	ENST00000320868	9.2181e-02	0
16:227336	ENST00000320868	1.7271e-01	0
16:227337	ENST00000320868	3.7565e-01	1
16:227339	ENST00000320868	3.0660e-01	1
16:227340	ENST00000320868	2.5960e-01	1
16:227342	ENST00000320868	2.4626e-01	0
16:227343	ENST00000320868	5.7297e-01	1
16:227345	ENST00000320868	3.7565e-01	1
16:227346	ENST00000320868	1.7271e-01	1
16:227348	ENST00000320868	2.4626e-01	0
16:227349	ENST00000320868	1.7271e-01	0
16:227350	ENST00000320868	2.4085e-01	0
16:227351	ENST00000320868	5.7297e-01	1
16:227352	ENST00000320868	3.0381e-01	0
16:227354	ENST00000320868	1.1414e-01	0
16:227355	ENST00000320868	2.6528e-01	0
16:227357	ENST00000320868	9.0983e-02	0
16:227358	ENST00000320868	1.6606e-01	0
16:227360	ENST00000320868	2.6528e-01	0
16:227361	ENST00000320868	1.4813e-01	0
16:227362	ENST00000320868	1.1000e-01	0
16:227363	ENST00000320868	1.1981e-01	0
16:227364	ENST00000320868	1.3196e-01	0
16:227365	ENST00000320868	1.0625e-01	0
16:227366	ENST00000320868	1.6552e-01	0
16:227367	ENST00000320868	1.0707e-01	0
16:227368	ENST00000320868	1.0652e-01	0
16:227369	ENST00000320868	9.0983e-02	0
16:227370	ENST00000320868	5.7658e-02	0
16:227372	ENST00000320868	3.0381e-01	0
16:227373	ENST00000320868	2.5046e-01	1
16:227375	ENST00000320868	1.0707e-01	0
16:227376	ENST00000320868	2.4452e-01	0
16:227378	ENST00000320868	3.0301e-01	0
16:227379	ENST00000320868	1.7271e-01	0
16:227381	ENST00000320868	1.1414e-01	0
16:227382	ENST00000320868	2.5046e-01	0
16:227383	ENST00000320868	1.0369e-01	0
16:227384	ENST00000320868	1.7271e-01	0
16:227385	ENST00000320868	3.7565e-01	1
16:227387	ENST00000320868	7.9197e-01	0
16:227388	ENST00000320868	1.7271e-01	0
16:227390	ENST00000320868	8.9156e-02	0
16:227391	ENST00000320868	1.6606e-01	0
16:227393	ENST00000320868	1.4813e-01	0
16:227394	ENST00000320868	3.7565e-01	0
16:227396	ENST00000320868	1.1414e-01	0
16:227397	ENST00000320868	2.6528e-01	0
16:227399	ENST00000320868	1.1981e-01	0
16:227400	ENST00000320868	1.2272e-01	0
16:227401	ENST00000320868	5.7654e-02	0
16:227402	ENST00000320868	2.9519e-01	0
16:227403	ENST00000320868	1.7301e-01	0
16:227405	ENST00000320868	6.5327e-01	0
16:227406	ENST00000320868	7.9197e-01	0
