locus	transcript	exp	obs
21:34713355	ENST00000270139	2.6806e-01	2
21:34713356	ENST00000270139	4.4510e-02	0
21:34713357	ENST00000270139	1.7112e-01	0
21:34713358	ENST00000270139	3.7154e-01	0
21:34713360	ENST00000270139	1.1850e-01	0
21:34713361	ENST00000270139	1.2138e-01	0
21:34713362	ENST00000270139	5.7024e-02	0
21:34713363	ENST00000270139	3.2002e-01	0
21:34713364	ENST00000270139	2.4357e-01	0
21:34713365	ENST00000270139	3.4156e-02	0
21:34713366	ENST00000270139	1.3731e-01	0
21:34713367	ENST00000270139	1.6371e-01	1
21:34713368	ENST00000270139	1.0509e-01	0
21:34713369	ENST00000270139	1.3051e-01	0
21:34713370	ENST00000270139	1.2138e-01	0
21:34713371	ENST00000270139	5.9342e-02	0
21:34713372	ENST00000270139	1.0590e-01	0
21:34713373	ENST00000270139	2.4185e-01	0
21:34713375	ENST00000270139	1.0590e-01	0
21:34713376	ENST00000270139	1.1878e-01	1
21:34713378	ENST00000270139	2.6806e-01	0
21:34713379	ENST00000270139	1.1289e-01	1
21:34713381	ENST00000270139	1.1850e-01	0
21:34713382	ENST00000270139	1.3051e-01	0
21:34713383	ENST00000270139	8.8182e-02	0
21:34713384	ENST00000270139	8.8182e-02	0
21:34713385	ENST00000270139	1.6425e-01	0
21:34713387	ENST00000270139	1.0590e-01	0
21:34713388	ENST00000270139	2.1586e-01	1
21:34713389	ENST00000270139	8.9076e-02	0
21:34713390	ENST00000270139	2.9970e-01	1
21:34713391	ENST00000270139	1.6371e-01	0
21:34713393	ENST00000270139	1.4959e-01	0
21:34713394	ENST00000270139	2.9196e-01	0
21:34713396	ENST00000270139	1.6264e-01	0
21:34713397	ENST00000270139	1.0590e-01	0
21:34713398	ENST00000270139	5.0034e-02	0
21:34713399	ENST00000270139	1.8745e-01	1
21:34713400	ENST00000270139	1.0590e-01	0
21:34713401	ENST00000270139	5.9342e-02	0
21:34713402	ENST00000270139	2.1586e-01	0
21:34713403	ENST00000270139	2.1586e-01	1
21:34713404	ENST00000270139	2.7685e-02	0
21:34713405	ENST00000270139	1.1236e-01	0
21:34713406	ENST00000270139	1.2138e-01	0
21:34713407	ENST00000270139	5.7024e-02	0
21:34713408	ENST00000270139	5.7024e-02	0
21:34713409	ENST00000270139	1.1850e-01	0
21:34713410	ENST00000270139	1.0255e-01	0
21:34713411	ENST00000270139	2.7812e+00	1
21:34713412	ENST00000270139	3.1403e+00	2
21:34713414	ENST00000270139	2.9196e-01	1
21:34713415	ENST00000270139	2.9196e-01	0
21:34713416	ENST00000270139	8.4678e-02	0
21:34713417	ENST00000270139	8.0478e-02	1
21:34713418	ENST00000270139	2.4185e-01	0
21:34713419	ENST00000270139	4.8898e-02	0
21:34713420	ENST00000270139	2.4772e-01	1
21:34713421	ENST00000270139	2.4357e-01	0
21:34713423	ENST00000270139	1.8745e-01	0
21:34713424	ENST00000270139	1.0590e-01	0
21:34713425	ENST00000270139	5.9342e-02	0
21:34713426	ENST00000270139	9.9525e-02	0
21:34713427	ENST00000270139	1.2138e-01	0
21:34713428	ENST00000270139	5.0034e-02	0
21:34713429	ENST00000270139	1.8745e-01	0
21:34713430	ENST00000270139	1.0590e-01	0
21:34713431	ENST00000270139	5.9342e-02	0
21:34713432	ENST00000270139	1.2138e-01	0
21:34713433	ENST00000270139	1.6371e-01	0
21:34713434	ENST00000270139	1.0880e-01	0
21:34713435	ENST00000270139	1.7082e-01	0
21:34713436	ENST00000270139	2.6806e-01	0
21:34713438	ENST00000270139	1.0590e-01	0
21:34713439	ENST00000270139	2.4185e-01	0
21:34713441	ENST00000270139	1.0590e-01	0
21:34713442	ENST00000270139	1.1878e-01	0
21:34713444	ENST00000270139	3.2002e-01	0
21:34713445	ENST00000270139	8.0336e-02	0
21:34713446	ENST00000270139	1.6729e-01	1
21:34713447	ENST00000270139	1.7112e-01	1
21:34713448	ENST00000270139	2.9196e-01	1
21:34713450	ENST00000270139	1.6264e-01	0
21:34713451	ENST00000270139	1.1289e-01	0
21:34713452	ENST00000270139	8.9988e-02	0
21:34713453	ENST00000270139	3.7154e-01	0
21:34713454	ENST00000270139	1.6371e-01	1
21:34713456	ENST00000270139	2.0995e-01	0
21:34713457	ENST00000270139	1.4652e-01	0
21:34713458	ENST00000270139	1.0509e-01	0
21:34713459	ENST00000270139	1.1289e-01	0
21:34713460	ENST00000270139	1.1770e-01	0
21:34713462	ENST00000270139	2.1390e-01	0
21:34713463	ENST00000270139	1.1962e-01	1
21:34713464	ENST00000270139	6.3964e-02	0
21:34713465	ENST00000270139	1.6863e-01	0
21:34713466	ENST00000270139	2.9535e-01	0
21:34713468	ENST00000270139	3.6406e-01	0
21:34713469	ENST00000270139	2.1242e-01	0
21:34713471	ENST00000270139	2.0899e-01	0
21:34713472	ENST00000270139	1.1752e-01	0
21:34713473	ENST00000270139	4.2407e-02	0
21:34713474	ENST00000270139	2.1676e+00	1
21:34713475	ENST00000270139	2.6402e+00	1
21:34713477	ENST00000270139	1.1249e-01	0
21:34713478	ENST00000270139	1.1523e-01	0
21:34713479	ENST00000270139	4.7499e-02	0
21:34713480	ENST00000270139	2.4203e-01	1
21:34715574	ENST00000270139	2.4772e-01	1
21:34715576	ENST00000270139	9.1174e-02	0
21:34715577	ENST00000270139	1.6425e-01	0
21:34715578	ENST00000270139	1.2797e-01	1
21:34715579	ENST00000270139	1.9178e-01	1
21:34715580	ENST00000270139	2.1586e-01	0
21:34715581	ENST00000270139	4.0176e-02	0
21:34715582	ENST00000270139	2.1807e-01	0
21:34715583	ENST00000270139	3.7154e-01	0
21:34715585	ENST00000270139	2.6238e-01	0
21:34715586	ENST00000270139	2.5676e-01	1
21:34715588	ENST00000270139	2.6238e-01	1
21:34715589	ENST00000270139	2.1807e-01	0
21:34715591	ENST00000270139	1.8745e-01	0
21:34715592	ENST00000270139	1.0590e-01	0
21:34715593	ENST00000270139	5.0034e-02	0
21:34715594	ENST00000270139	2.6806e-01	1
21:34715595	ENST00000270139	1.7112e-01	0
21:34715597	ENST00000270139	2.9970e-01	1
21:34715598	ENST00000270139	3.2002e-01	0
21:34715599	ENST00000270139	5.7024e-02	0
21:34715600	ENST00000270139	5.9342e-02	1
21:34715601	ENST00000270139	8.4678e-02	0
21:34715602	ENST00000270139	4.4278e-02	0
21:34715603	ENST00000270139	1.8745e-01	0
21:34715604	ENST00000270139	1.0590e-01	0
21:34715605	ENST00000270139	5.0034e-02	0
21:34715606	ENST00000270139	2.4772e-01	0
21:34715607	ENST00000270139	2.4772e-01	0
21:34715609	ENST00000270139	1.6264e-01	0
21:34715610	ENST00000270139	1.0590e-01	0
21:34715611	ENST00000270139	5.0034e-02	0
21:34715612	ENST00000270139	2.4185e-01	0
21:34715613	ENST00000270139	1.9178e-01	1
21:34715614	ENST00000270139	6.2629e-02	1
21:34715615	ENST00000270139	1.1236e-01	0
21:34715616	ENST00000270139	1.3051e-01	0
21:34715617	ENST00000270139	8.9988e-02	0
21:34715618	ENST00000270139	3.0049e-01	1
21:34715619	ENST00000270139	2.4357e-01	0
21:34715621	ENST00000270139	5.7024e-02	0
21:34715622	ENST00000270139	2.9196e-01	0
21:34715623	ENST00000270139	1.0606e-01	0
21:34715624	ENST00000270139	2.6806e-01	0
21:34715625	ENST00000270139	1.7082e-01	0
21:34715627	ENST00000270139	1.9178e-01	0
21:34715628	ENST00000270139	2.9196e-01	0
21:34715629	ENST00000270139	1.2661e-01	0
21:34715630	ENST00000270139	2.9970e-01	1
21:34715631	ENST00000270139	1.7082e-01	0
21:34715632	ENST00000270139	1.0880e-01	0
21:34715633	ENST00000270139	3.2002e-01	0
21:34715634	ENST00000270139	1.9178e-01	0
21:34715635	ENST00000270139	7.3572e-02	0
21:34715636	ENST00000270139	1.1289e-01	0
21:34715637	ENST00000270139	2.4185e-01	0
21:34715639	ENST00000270139	2.6238e-01	0
21:34715640	ENST00000270139	2.5676e-01	0
21:34715642	ENST00000270139	1.7411e-01	0
21:34715643	ENST00000270139	2.6238e-01	0
21:34715645	ENST00000270139	1.6371e-01	0
21:34715646	ENST00000270139	2.9970e-01	0
21:34715648	ENST00000270139	9.9525e-02	0
21:34715649	ENST00000270139	1.2138e-01	0
21:34715650	ENST00000270139	5.0034e-02	0
21:34715651	ENST00000270139	2.4185e-01	1
21:34715652	ENST00000270139	1.9178e-01	0
21:34715653	ENST00000270139	6.2629e-02	0
21:34715654	ENST00000270139	1.5034e-01	0
21:34715655	ENST00000270139	2.6806e-01	0
21:34715656	ENST00000270139	6.6778e-02	0
21:34715657	ENST00000270139	2.9970e-01	0
21:34715658	ENST00000270139	1.6371e-01	1
21:34715660	ENST00000270139	2.9196e-01	1
21:34715661	ENST00000270139	3.2002e-01	0
21:34715662	ENST00000270139	2.9970e-01	0
21:34715663	ENST00000270139	1.7082e-01	0
21:34715664	ENST00000270139	8.0336e-02	0
21:34715665	ENST00000270139	1.2767e-01	1
21:34715666	ENST00000270139	3.0049e-01	0
21:34715667	ENST00000270139	2.4772e-01	1
21:34715669	ENST00000270139	5.9342e-02	0
21:34715670	ENST00000270139	1.1850e-01	0
21:34715671	ENST00000270139	8.0336e-02	0
21:34715672	ENST00000270139	2.6238e-01	0
21:34715673	ENST00000270139	1.9178e-01	1
21:34715674	ENST00000270139	8.9076e-02	0
21:34715675	ENST00000270139	2.1807e-01	1
21:34715676	ENST00000270139	3.7154e-01	0
21:34715678	ENST00000270139	5.9342e-02	0
21:34715679	ENST00000270139	8.4678e-02	0
21:34715680	ENST00000270139	6.4907e-02	0
21:34715681	ENST00000270139	1.3051e-01	0
21:34715682	ENST00000270139	2.4772e-01	0
21:34715683	ENST00000270139	8.8182e-02	1
21:34715684	ENST00000270139	1.3051e-01	0
21:34715685	ENST00000270139	1.2138e-01	0
21:34715686	ENST00000270139	6.4907e-02	0
21:34715687	ENST00000270139	1.7112e-01	0
21:34715688	ENST00000270139	2.9970e-01	0
21:34715690	ENST00000270139	2.9196e-01	0
21:34715691	ENST00000270139	2.9196e-01	1
21:34715693	ENST00000270139	1.5034e-01	0
21:34715694	ENST00000270139	2.4772e-01	0
21:34715695	ENST00000270139	8.8182e-02	0
21:34715696	ENST00000270139	5.0034e-02	0
21:34715697	ENST00000270139	8.4678e-02	0
21:34715698	ENST00000270139	4.4278e-02	0
21:34715699	ENST00000270139	2.0592e-01	0
21:34715700	ENST00000270139	1.6371e-01	1
21:34715702	ENST00000270139	2.9196e-01	0
21:34715703	ENST00000270139	1.9178e-01	1
21:34715704	ENST00000270139	7.3572e-02	1
21:34715705	ENST00000270139	1.6425e-01	0
21:34715706	ENST00000270139	8.0336e-02	0
21:34715707	ENST00000270139	1.0535e-01	0
21:34715708	ENST00000270139	8.6609e-02	0
21:34715709	ENST00000270139	1.2138e-01	0
21:34715710	ENST00000270139	5.9342e-02	0
21:34715711	ENST00000270139	1.2138e-01	0
21:34715712	ENST00000270139	1.6371e-01	0
21:34715713	ENST00000270139	1.0509e-01	1
21:34715714	ENST00000270139	1.1289e-01	1
21:34715715	ENST00000270139	2.4185e-01	0
21:34715717	ENST00000270139	1.0590e-01	0
21:34715718	ENST00000270139	1.1878e-01	0
21:34715720	ENST00000270139	2.5676e-01	0
21:34715721	ENST00000270139	3.7154e-01	0
21:34715723	ENST00000270139	2.9970e-01	1
21:34715724	ENST00000270139	1.7112e-01	0
21:34715726	ENST00000270139	1.8745e-01	0
21:34715727	ENST00000270139	1.0590e-01	0
21:34715728	ENST00000270139	5.0034e-02	0
21:34715841	ENST00000270139	2.0913e-01	0
21:34715842	ENST00000270139	1.0590e-01	0
21:34715843	ENST00000270139	5.9342e-02	0
21:34715844	ENST00000270139	9.9824e-02	0
21:34715845	ENST00000270139	2.5676e-01	0
21:34715846	ENST00000270139	1.0535e-01	2
21:34715847	ENST00000270139	1.9178e-01	0
21:34715848	ENST00000270139	2.1586e-01	0
21:34715849	ENST00000270139	4.0176e-02	0
21:34715850	ENST00000270139	1.6264e-01	0
21:34715851	ENST00000270139	1.0590e-01	0
21:34715852	ENST00000270139	5.9342e-02	0
21:34715853	ENST00000270139	1.2138e-01	0
21:34715854	ENST00000270139	2.1586e-01	0
21:34715855	ENST00000270139	6.2629e-02	0
21:34715856	ENST00000270139	2.9196e-01	1
21:34715857	ENST00000270139	2.1586e-01	0
21:34715858	ENST00000270139	3.7488e-02	0
21:34715859	ENST00000270139	1.4959e-01	0
21:34715860	ENST00000270139	2.9196e-01	0
21:34715862	ENST00000270139	1.0590e-01	0
21:34715863	ENST00000270139	2.6238e-01	0
21:34715865	ENST00000270139	1.0722e-01	0
21:34715866	ENST00000270139	2.4185e-01	0
21:34715867	ENST00000270139	5.9766e-02	0
21:34715868	ENST00000270139	2.9970e-01	0
21:34715869	ENST00000270139	3.2002e-01	1
21:34715870	ENST00000270139	6.2629e-02	0
21:34715871	ENST00000270139	1.1236e-01	0
21:34715872	ENST00000270139	1.2138e-01	0
21:34715873	ENST00000270139	5.9342e-02	0
21:34715874	ENST00000270139	2.1586e-01	0
21:34715875	ENST00000270139	2.1586e-01	0
21:34715876	ENST00000270139	3.7488e-02	0
21:34715877	ENST00000270139	1.4959e-01	0
21:34715878	ENST00000270139	2.9196e-01	1
21:34715880	ENST00000270139	1.1236e-01	0
21:34715881	ENST00000270139	1.2138e-01	0
21:34715882	ENST00000270139	5.6269e-02	0
21:34715883	ENST00000270139	2.6806e-01	0
21:34715884	ENST00000270139	1.1289e-01	0
21:34715886	ENST00000270139	1.1289e-01	0
21:34715887	ENST00000270139	1.1878e-01	1
21:34715889	ENST00000270139	3.7154e-01	0
21:34715890	ENST00000270139	2.1807e-01	0
21:34715892	ENST00000270139	1.8745e-01	0
21:34715893	ENST00000270139	1.1289e-01	0
21:34715894	ENST00000270139	1.2797e-01	0
21:34715895	ENST00000270139	1.4652e-01	2
21:34715896	ENST00000270139	2.6806e-01	0
21:34715898	ENST00000270139	1.7112e-01	1
21:34715899	ENST00000270139	2.6806e-01	1
21:34715901	ENST00000270139	1.4959e-01	0
21:34715902	ENST00000270139	2.9196e-01	1
21:34715904	ENST00000270139	1.3731e-01	0
21:34715905	ENST00000270139	2.9970e-01	0
21:34715906	ENST00000270139	2.1496e-02	0
21:34715907	ENST00000270139	1.2797e-01	0
21:34715908	ENST00000270139	1.5034e-01	0
21:34715910	ENST00000270139	9.9525e-02	0
21:34715911	ENST00000270139	1.2138e-01	0
21:34715912	ENST00000270139	5.0034e-02	1
21:34715913	ENST00000270139	2.6806e-01	0
21:34715914	ENST00000270139	1.6371e-01	0
21:34715916	ENST00000270139	1.1236e-01	0
21:34715917	ENST00000270139	1.2138e-01	0
21:34715918	ENST00000270139	5.0034e-02	0
21:34715919	ENST00000270139	2.4772e-01	0
21:34715920	ENST00000270139	2.4357e-01	0
21:34715922	ENST00000270139	2.4772e-01	1
21:34715923	ENST00000270139	2.4357e-01	0
21:34715925	ENST00000270139	1.0509e-01	0
21:34715926	ENST00000270139	1.5034e-01	0
21:34715928	ENST00000270139	2.6806e-01	0
21:34715929	ENST00000270139	1.3051e-01	0
21:34715931	ENST00000270139	1.7112e-01	0
21:34715932	ENST00000270139	3.1403e+00	1
21:34715934	ENST00000270139	1.4652e-01	0
21:34715935	ENST00000270139	1.1878e-01	0
21:34715937	ENST00000270139	3.2002e-01	0
21:34715938	ENST00000270139	8.0336e-02	0
21:34715939	ENST00000270139	1.0535e-01	0
21:34715940	ENST00000270139	8.6609e-02	0
21:34715941	ENST00000270139	1.2138e-01	0
21:34715942	ENST00000270139	5.9342e-02	0
21:34715943	ENST00000270139	2.1586e-01	0
21:34715944	ENST00000270139	2.1586e-01	1
21:34715945	ENST00000270139	4.0176e-02	1
21:34715946	ENST00000270139	2.1807e-01	1
21:34715947	ENST00000270139	3.7154e-01	0
21:34715949	ENST00000270139	2.9970e-01	0
21:34715950	ENST00000270139	1.4652e-01	0
21:34715952	ENST00000270139	1.5034e-01	0
21:34715953	ENST00000270139	2.9196e-01	1
21:34715955	ENST00000270139	1.5034e-01	0
21:34715956	ENST00000270139	2.6806e-01	1
21:34715957	ENST00000270139	5.9766e-02	0
21:34715958	ENST00000270139	2.6238e-01	0
21:34715959	ENST00000270139	2.1807e-01	0
21:34715961	ENST00000270139	2.6806e-01	1
21:34715962	ENST00000270139	1.7112e-01	1
21:34715964	ENST00000270139	2.9970e-01	0
21:34715965	ENST00000270139	3.2002e-01	2
21:34715966	ENST00000270139	5.7024e-02	0
21:34715967	ENST00000270139	1.3731e-01	0
21:34715968	ENST00000270139	1.0880e-01	0
21:34715969	ENST00000270139	2.0983e-02	0
21:34715970	ENST00000270139	2.9196e-01	0
21:34715971	ENST00000270139	2.9196e-01	1
21:34715972	ENST00000270139	8.4678e-02	0
21:34715973	ENST00000270139	9.9525e-02	0
21:34715974	ENST00000270139	1.3051e-01	0
21:34715975	ENST00000270139	1.2797e-01	0
21:34715976	ENST00000270139	1.4652e-01	0
21:34715977	ENST00000270139	3.7154e-01	0
21:34715979	ENST00000270139	1.7082e-01	0
21:34715980	ENST00000270139	2.9970e-01	0
21:34715982	ENST00000270139	2.5676e-01	0
21:34717552	ENST00000270139	1.5432e-01	0
21:34717554	ENST00000270139	1.5439e-01	0
21:34717555	ENST00000270139	1.0053e-01	0
21:34717556	ENST00000270139	5.6335e-02	0
21:34717557	ENST00000270139	1.1523e-01	0
21:34717558	ENST00000270139	2.0492e-01	0
21:34717559	ENST00000270139	8.4561e-02	0
21:34717560	ENST00000270139	1.5545e-01	0
21:34717561	ENST00000270139	1.0122e-01	0
21:34717562	ENST00000270139	5.3781e-02	0
21:34717563	ENST00000270139	1.0044e-01	0
21:34717564	ENST00000270139	1.4369e-01	0
21:34717566	ENST00000270139	3.5972e-01	0
21:34717567	ENST00000270139	2.4859e-01	0
21:34717569	ENST00000270139	2.5403e-01	0
21:34717570	ENST00000270139	2.1113e-01	0
21:34717572	ENST00000270139	3.6192e-01	1
