locus	transcript	exp	obs
10:89653850	ENST00000371953	2.8976e-01	0
10:89653851	ENST00000371953	2.1423e-01	0
10:89653852	ENST00000371953	3.9873e-02	0
10:89653853	ENST00000371953	2.0837e-01	0
10:89653854	ENST00000371953	1.9033e-01	0
10:89653855	ENST00000371953	8.8404e-02	0
10:89653856	ENST00000371953	2.0837e-01	0
10:89653857	ENST00000371953	1.9033e-01	0
10:89653858	ENST00000371953	8.8404e-02	0
10:89653859	ENST00000371953	2.9744e-01	0
10:89653860	ENST00000371953	1.6983e-01	0
10:89653862	ENST00000371953	2.6604e-01	1
10:89653863	ENST00000371953	1.6983e-01	0
10:89653865	ENST00000371953	9.9072e-02	0
10:89653866	ENST00000371953	2.5483e-01	0
10:89685270	ENST00000371953	1.6074e-01	0
10:89685271	ENST00000371953	1.5731e-01	0
10:89685272	ENST00000371953	1.1663e-01	1
10:89685273	ENST00000371953	5.7021e-02	0
10:89685274	ENST00000371953	5.6662e-02	0
10:89685275	ENST00000371953	1.1314e-01	0
10:89685276	ENST00000371953	7.6707e-02	0
10:89685277	ENST00000371953	2.5053e-01	0
10:89685278	ENST00000371953	1.8311e-01	0
10:89685279	ENST00000371953	5.4448e-02	0
10:89685280	ENST00000371953	1.0111e-01	0
10:89685281	ENST00000371953	1.1341e-01	0
10:89685283	ENST00000371953	9.5029e-02	0
10:89685284	ENST00000371953	1.2462e-01	0
10:89685285	ENST00000371953	8.4732e-02	0
10:89685286	ENST00000371953	2.3404e-01	0
10:89685287	ENST00000371953	3.0750e-01	0
10:89685288	ENST00000371953	6.0179e-02	0
10:89685289	ENST00000371953	1.0797e-01	0
10:89685290	ENST00000371953	1.1734e-01	0
10:89685291	ENST00000371953	5.7021e-02	0
10:89685292	ENST00000371953	1.1663e-01	0
10:89685293	ENST00000371953	1.5731e-01	0
10:89685294	ENST00000371953	1.6074e-01	0
10:89685295	ENST00000371953	2.0954e-01	0
10:89685296	ENST00000371953	3.0750e-01	0
10:89685297	ENST00000371953	5.5129e-02	0
10:89685298	ENST00000371953	1.4373e-01	0
10:89685299	ENST00000371953	1.6442e-01	0
10:89685301	ENST00000371953	1.1386e-01	0
10:89685302	ENST00000371953	1.2541e-01	0
10:89685303	ENST00000371953	1.2296e-01	0
10:89685304	ENST00000371953	1.8427e-01	0
10:89685305	ENST00000371953	2.8054e-01	0
10:89685306	ENST00000371953	2.2036e-01	0
10:89685307	ENST00000371953	2.8054e-01	0
10:89685308	ENST00000371953	1.6339e-01	0
10:89685310	ENST00000371953	1.3111e-01	0
10:89685311	ENST00000371953	5.4448e-02	0
10:89685312	ENST00000371953	7.8592e-02	0
10:89685313	ENST00000371953	2.2941e-01	0
10:89685314	ENST00000371953	1.5683e-01	0
10:89690804	ENST00000371953	1.3628e-01	0
10:89690805	ENST00000371953	2.9744e-01	0
10:89690806	ENST00000371953	3.7576e-02	0
10:89690807	ENST00000371953	2.4173e-01	0
10:89690808	ENST00000371953	2.4586e-01	0
10:89690810	ENST00000371953	1.6141e-01	0
10:89690811	ENST00000371953	1.0510e-01	0
10:89690812	ENST00000371953	5.8895e-02	0
10:89690813	ENST00000371953	7.9872e-02	0
10:89690814	ENST00000371953	2.4002e-01	0
10:89690815	ENST00000371953	5.9316e-02	0
10:89690816	ENST00000371953	2.9744e-01	0
10:89690817	ENST00000371953	3.1761e-01	0
10:89690818	ENST00000371953	5.6595e-02	0
10:89690819	ENST00000371953	1.4846e-01	0
10:89690820	ENST00000371953	2.8976e-01	0
10:89690822	ENST00000371953	2.0837e-01	0
10:89690823	ENST00000371953	1.4541e-01	1
10:89690824	ENST00000371953	1.0798e-01	0
10:89690825	ENST00000371953	1.6953e-01	0
10:89690826	ENST00000371953	3.6874e-01	1
10:89690828	ENST00000371953	2.7602e+00	1
10:89690829	ENST00000371953	2.9822e-01	0
10:89690831	ENST00000371953	1.1760e-01	0
10:89690832	ENST00000371953	1.2046e-01	0
10:89690833	ENST00000371953	5.6595e-02	0
10:89690834	ENST00000371953	2.1423e-01	0
10:89690835	ENST00000371953	1.2046e-01	0
10:89690836	ENST00000371953	6.4418e-02	0
10:89690837	ENST00000371953	1.4846e-01	0
10:89690838	ENST00000371953	2.1423e-01	0
10:89690839	ENST00000371953	5.6595e-02	0
10:89690840	ENST00000371953	1.3628e-01	0
10:89690841	ENST00000371953	2.4173e-01	0
10:89690842	ENST00000371953	3.3898e-02	0
10:89690843	ENST00000371953	1.0641e-01	0
10:89690844	ENST00000371953	2.4002e-01	0
10:89690845	ENST00000371953	4.8529e-02	0
10:89690846	ENST00000371953	2.5483e-01	0
10:89692770	ENST00000371953	1.6248e-01	0
10:89692772	ENST00000371953	2.4173e-01	0
10:89692773	ENST00000371953	2.4173e-01	0
10:89692775	ENST00000371953	1.0798e-01	0
10:89692776	ENST00000371953	1.3628e-01	0
10:89692777	ENST00000371953	5.6595e-02	0
10:89692778	ENST00000371953	2.8976e-01	0
10:89692779	ENST00000371953	2.8976e-01	0
10:89692781	ENST00000371953	2.6040e-01	0
10:89692782	ENST00000371953	2.5483e-01	0
10:89692784	ENST00000371953	1.2046e-01	0
10:89692785	ENST00000371953	1.2046e-01	0
10:89692786	ENST00000371953	5.8547e-02	0
10:89692787	ENST00000371953	1.6141e-01	0
10:89692788	ENST00000371953	1.0510e-01	0
10:89692789	ENST00000371953	4.9657e-02	0
10:89692790	ENST00000371953	2.4002e-01	0
10:89692791	ENST00000371953	1.4541e-01	0
10:89692792	ENST00000371953	1.6603e-01	0
10:89692793	ENST00000371953	2.1643e-01	0
10:89692794	ENST00000371953	3.1761e-01	0
10:89692795	ENST00000371953	6.2157e-02	0
10:89692796	ENST00000371953	1.4846e-01	0
10:89692797	ENST00000371953	1.6248e-01	0
10:89692798	ENST00000371953	1.6603e-01	0
10:89692799	ENST00000371953	3.0097e-01	0
10:89692800	ENST00000371953	2.1643e-01	0
10:89692802	ENST00000371953	3.6874e-01	0
10:89692803	ENST00000371953	2.1643e-01	0
10:89692805	ENST00000371953	1.0798e-01	0
10:89692806	ENST00000371953	1.6301e-01	0
10:89692807	ENST00000371953	8.7517e-02	0
10:89692808	ENST00000371953	8.7517e-02	0
10:89692809	ENST00000371953	1.4921e-01	0
10:89692811	ENST00000371953	1.8604e-01	0
10:89692812	ENST00000371953	1.0510e-01	0
10:89692813	ENST00000371953	5.5845e-02	0
10:89692814	ENST00000371953	2.6604e-01	0
10:89692815	ENST00000371953	1.2953e-01	0
10:89692817	ENST00000371953	2.8976e-01	0
10:89692818	ENST00000371953	1.9033e-01	0
10:89692819	ENST00000371953	4.3530e-02	0
10:89692820	ENST00000371953	1.1760e-01	0
10:89692821	ENST00000371953	1.2046e-01	0
10:89692822	ENST00000371953	5.5845e-02	0
10:89692823	ENST00000371953	3.6874e-01	0
10:89692824	ENST00000371953	3.0097e-01	0
10:89692826	ENST00000371953	1.2953e-01	0
10:89692827	ENST00000371953	1.2046e-01	0
10:89692828	ENST00000371953	5.8895e-02	0
10:89692829	ENST00000371953	1.3628e-01	0
10:89692830	ENST00000371953	2.9744e-01	0
10:89692831	ENST00000371953	3.7576e-02	0
10:89692832	ENST00000371953	1.6141e-01	0
10:89692833	ENST00000371953	1.0510e-01	0
10:89692834	ENST00000371953	4.9657e-02	0
10:89692835	ENST00000371953	2.4002e-01	0
10:89692836	ENST00000371953	1.9033e-01	0
10:89692837	ENST00000371953	8.1690e-02	0
10:89692838	ENST00000371953	2.4002e-01	0
10:89692839	ENST00000371953	1.2953e-01	0
10:89692841	ENST00000371953	2.0837e-01	0
10:89692842	ENST00000371953	1.4541e-01	0
10:89692843	ENST00000371953	1.6603e-01	0
10:89692844	ENST00000371953	7.9730e-02	1
10:89692845	ENST00000371953	1.3628e-01	0
10:89692846	ENST00000371953	5.6595e-02	0
10:89692847	ENST00000371953	3.1761e-01	0
10:89692848	ENST00000371953	7.9730e-02	0
10:89692849	ENST00000371953	1.2267e-01	0
10:89692850	ENST00000371953	8.7517e-02	0
10:89692851	ENST00000371953	1.4921e-01	0
10:89692853	ENST00000371953	1.2953e-01	0
10:89692854	ENST00000371953	2.6604e-01	0
10:89692855	ENST00000371953	6.6275e-02	0
10:89692856	ENST00000371953	1.6141e-01	0
10:89692857	ENST00000371953	1.0510e-01	0
10:89692858	ENST00000371953	4.9657e-02	0
10:89692859	ENST00000371953	2.4002e-01	0
10:89692860	ENST00000371953	1.9033e-01	0
10:89692861	ENST00000371953	8.8404e-02	0
10:89692862	ENST00000371953	2.0837e-01	0
10:89692863	ENST00000371953	1.4541e-01	0
10:89692864	ENST00000371953	1.0798e-01	1
10:89692865	ENST00000371953	1.3628e-01	1
10:89692866	ENST00000371953	2.1423e-01	1
10:89692867	ENST00000371953	8.1690e-02	0
10:89692868	ENST00000371953	2.0837e-01	0
10:89692869	ENST00000371953	3.1761e-01	0
10:89692870	ENST00000371953	8.8404e-02	0
10:89692871	ENST00000371953	2.9744e-01	0
10:89692872	ENST00000371953	1.6248e-01	0
10:89692874	ENST00000371953	2.4173e-01	0
10:89692875	ENST00000371953	2.4173e-01	0
10:89692877	ENST00000371953	2.4586e-01	0
10:89692878	ENST00000371953	2.4173e-01	0
10:89692880	ENST00000371953	2.1423e-01	0
10:89692881	ENST00000371953	2.1423e-01	0
10:89692882	ENST00000371953	2.4604e-02	0
10:89692883	ENST00000371953	2.0837e-01	0
10:89692884	ENST00000371953	1.6953e-01	0
10:89692885	ENST00000371953	1.0429e-01	0
10:89692886	ENST00000371953	1.6301e-01	0
10:89692887	ENST00000371953	2.9744e-01	0
10:89692888	ENST00000371953	2.0825e-02	0
10:89692889	ENST00000371953	1.1152e-01	0
10:89692890	ENST00000371953	1.2046e-01	0
10:89692891	ENST00000371953	4.9657e-02	0
10:89692892	ENST00000371953	2.4586e-01	0
10:89692893	ENST00000371953	2.4586e-01	0
10:89692895	ENST00000371953	1.7280e-01	0
10:89692896	ENST00000371953	2.6040e-01	0
10:89692898	ENST00000371953	9.8775e-02	0
10:89692899	ENST00000371953	1.2953e-01	0
10:89692900	ENST00000371953	8.9310e-02	0
10:89692901	ENST00000371953	2.3942e-01	0
10:89692902	ENST00000371953	2.6040e-01	0
10:89692904	ENST00000371953	1.0047e-01	0
10:89692905	ENST00000371953	2.2508e+00	0
10:89692907	ENST00000371953	1.6248e-01	0
10:89692908	ENST00000371953	2.6604e-01	0
10:89692910	ENST00000371953	2.1643e-01	0
10:89692911	ENST00000371953	3.6874e-01	0
10:89692913	ENST00000371953	2.9744e-01	0
10:89692914	ENST00000371953	1.6983e-01	0
10:89692916	ENST00000371953	2.1423e-01	0
10:89692917	ENST00000371953	3.1761e-01	0
10:89692918	ENST00000371953	2.0837e-01	0
10:89692919	ENST00000371953	1.9033e-01	0
10:89692920	ENST00000371953	2.8976e-01	0
10:89692921	ENST00000371953	2.2760e-01	0
10:89692922	ENST00000371953	3.1761e-01	0
10:89692923	ENST00000371953	2.9744e-01	0
10:89692924	ENST00000371953	3.7576e-02	0
10:89692925	ENST00000371953	2.4173e-01	0
10:89692926	ENST00000371953	2.4173e-01	0
10:89692928	ENST00000371953	2.8976e-01	0
10:89692929	ENST00000371953	2.8976e-01	0
10:89692931	ENST00000371953	5.8895e-02	0
10:89692932	ENST00000371953	8.4040e-02	0
10:89692933	ENST00000371953	6.2157e-02	0
10:89692934	ENST00000371953	5.6595e-02	0
10:89692935	ENST00000371953	8.4040e-02	0
10:89692936	ENST00000371953	4.4174e-02	0
10:89692937	ENST00000371953	2.9744e-01	0
10:89692938	ENST00000371953	3.1761e-01	0
10:89692939	ENST00000371953	8.1690e-02	0
10:89692940	ENST00000371953	2.1461e+00	1
10:89692941	ENST00000371953	2.7521e+00	1
10:89692943	ENST00000371953	3.0097e-01	0
10:89692944	ENST00000371953	2.9822e-01	0
10:89692946	ENST00000371953	1.1760e-01	0
10:89692947	ENST00000371953	1.2046e-01	0
10:89692948	ENST00000371953	5.6595e-02	0
10:89692949	ENST00000371953	2.1423e-01	0
10:89692950	ENST00000371953	1.2046e-01	0
10:89692951	ENST00000371953	5.8895e-02	0
10:89692952	ENST00000371953	5.8895e-02	0
10:89692953	ENST00000371953	8.4040e-02	0
10:89692954	ENST00000371953	6.4418e-02	0
10:89692955	ENST00000371953	9.8775e-02	0
10:89692956	ENST00000371953	1.2953e-01	1
10:89692957	ENST00000371953	8.9310e-02	0
10:89692958	ENST00000371953	2.9822e-01	0
10:89692959	ENST00000371953	2.4173e-01	0
10:89692961	ENST00000371953	1.0798e-01	0
10:89692962	ENST00000371953	1.3628e-01	0
10:89692963	ENST00000371953	4.9657e-02	0
10:89692964	ENST00000371953	1.8604e-01	0
10:89692965	ENST00000371953	1.1204e-01	0
10:89692966	ENST00000371953	8.9310e-02	0
10:89692967	ENST00000371953	2.9822e-01	0
10:89692968	ENST00000371953	2.9822e-01	0
10:89692970	ENST00000371953	8.9310e-02	0
10:89692971	ENST00000371953	1.4921e-01	0
10:89692973	ENST00000371953	2.4002e-01	0
10:89692974	ENST00000371953	1.9033e-01	0
10:89692975	ENST00000371953	5.6595e-02	0
10:89692976	ENST00000371953	1.2046e-01	0
10:89692977	ENST00000371953	1.0510e-01	0
10:89692978	ENST00000371953	1.2700e-01	0
10:89692979	ENST00000371953	1.4921e-01	0
10:89692980	ENST00000371953	2.8976e-01	0
10:89692982	ENST00000371953	2.1643e-01	0
10:89692983	ENST00000371953	3.0097e-01	0
10:89692985	ENST00000371953	2.0756e-01	0
10:89692986	ENST00000371953	1.0510e-01	1
10:89692987	ENST00000371953	4.9657e-02	0
10:89692988	ENST00000371953	2.6604e-01	0
10:89692989	ENST00000371953	1.6983e-01	0
10:89692991	ENST00000371953	9.9072e-02	0
10:89692992	ENST00000371953	2.5483e-01	0
10:89692993	ENST00000371953	1.0456e-01	0
10:89692994	ENST00000371953	1.4541e-01	0
10:89692995	ENST00000371953	3.6874e-01	0
10:89692997	ENST00000371953	1.0641e-01	0
10:89692998	ENST00000371953	2.4002e-01	0
10:89692999	ENST00000371953	4.8529e-02	0
10:89693000	ENST00000371953	2.4002e-01	0
10:89693001	ENST00000371953	1.4541e-01	0
10:89693002	ENST00000371953	1.0798e-01	0
10:89693003	ENST00000371953	1.1760e-01	0
10:89693004	ENST00000371953	1.2046e-01	0
10:89693005	ENST00000371953	5.8895e-02	0
10:89693006	ENST00000371953	9.8775e-02	0
10:89693007	ENST00000371953	1.2953e-01	0
10:89693008	ENST00000371953	8.9310e-02	1
10:89711875	ENST00000371953	2.3942e-01	0
10:89711876	ENST00000371953	2.6040e-01	0
10:89711878	ENST00000371953	2.6604e-01	1
10:89711879	ENST00000371953	1.6983e-01	0
10:89711881	ENST00000371953	1.6248e-01	1
10:89711882	ENST00000371953	2.6604e-01	0
10:89711884	ENST00000371953	2.8976e-01	0
10:89711885	ENST00000371953	2.1423e-01	0
10:89711886	ENST00000371953	2.4604e-02	0
10:89711887	ENST00000371953	2.6040e-01	0
10:89711888	ENST00000371953	3.0097e-01	0
10:89711890	ENST00000371953	1.6301e-01	0
10:89711891	ENST00000371953	2.6604e-01	0
10:89711892	ENST00000371953	5.9316e-02	0
10:89711893	ENST00000371953	9.0487e-02	0
10:89711894	ENST00000371953	1.6301e-01	0
10:89711895	ENST00000371953	1.2700e-01	0
10:89711896	ENST00000371953	8.6568e-02	0
10:89711897	ENST00000371953	2.5483e-01	0
10:89711898	ENST00000371953	1.2267e-01	0
10:89711899	ENST00000371953	2.7602e+00	0
10:89711900	ENST00000371953	2.7602e+00	1
10:89711902	ENST00000371953	1.4921e-01	0
10:89711903	ENST00000371953	2.8976e-01	0
10:89711905	ENST00000371953	2.9744e-01	0
10:89711906	ENST00000371953	1.6953e-01	0
10:89711908	ENST00000371953	1.6983e-01	0
10:89711909	ENST00000371953	2.8976e-01	1
10:89711911	ENST00000371953	1.4846e-01	0
10:89711912	ENST00000371953	2.8976e-01	0
10:89711914	ENST00000371953	1.4846e-01	0
10:89711915	ENST00000371953	2.8976e-01	0
10:89711917	ENST00000371953	1.4921e-01	0
10:89711918	ENST00000371953	2.4586e-01	0
10:89711919	ENST00000371953	8.7517e-02	0
10:89711920	ENST00000371953	1.4921e-01	1
10:89711921	ENST00000371953	1.6983e-01	0
10:89711923	ENST00000371953	8.9310e-02	0
10:89711924	ENST00000371953	1.6301e-01	0
10:89711926	ENST00000371953	5.5845e-02	0
10:89711927	ENST00000371953	8.4040e-02	0
10:89711928	ENST00000371953	6.4418e-02	0
10:89711929	ENST00000371953	9.8775e-02	0
10:89711930	ENST00000371953	1.2953e-01	0
10:89711931	ENST00000371953	1.2700e-01	0
10:89711932	ENST00000371953	1.0510e-01	0
10:89711933	ENST00000371953	2.1423e-01	0
10:89711934	ENST00000371953	8.1690e-02	0
10:89711935	ENST00000371953	2.0837e-01	0
10:89711936	ENST00000371953	3.1761e-01	0
10:89711937	ENST00000371953	8.1690e-02	0
10:89711938	ENST00000371953	1.2700e-01	0
10:89711939	ENST00000371953	1.6301e-01	0
10:89711941	ENST00000371953	2.6040e-01	0
10:89711942	ENST00000371953	1.9033e-01	0
10:89711943	ENST00000371953	5.6595e-02	0
10:89711944	ENST00000371953	1.4846e-01	0
10:89711945	ENST00000371953	2.8976e-01	0
10:89711947	ENST00000371953	1.0526e-01	0
10:89711948	ENST00000371953	2.4002e-01	0
10:89711949	ENST00000371953	5.9316e-02	0
10:89711950	ENST00000371953	3.6874e-01	0
10:89711951	ENST00000371953	2.1643e-01	0
10:89711953	ENST00000371953	2.6604e-01	0
10:89711954	ENST00000371953	1.6953e-01	0
10:89711956	ENST00000371953	2.9822e-01	0
10:89711957	ENST00000371953	2.4173e-01	0
10:89711959	ENST00000371953	1.0429e-01	0
10:89711960	ENST00000371953	1.6301e-01	0
10:89711962	ENST00000371953	5.5845e-02	0
10:89711963	ENST00000371953	1.1760e-01	0
10:89711964	ENST00000371953	1.0798e-01	0
10:89711965	ENST00000371953	1.6248e-01	0
10:89711966	ENST00000371953	1.2046e-01	0
10:89711967	ENST00000371953	4.3746e-02	0
10:89711968	ENST00000371953	2.0837e-01	0
10:89711969	ENST00000371953	1.6953e-01	0
10:89711970	ENST00000371953	1.0798e-01	0
10:89711971	ENST00000371953	1.1760e-01	0
10:89711972	ENST00000371953	1.2953e-01	0
10:89711973	ENST00000371953	1.2700e-01	0
10:89711974	ENST00000371953	1.9033e-01	0
10:89711975	ENST00000371953	3.1761e-01	0
10:89711976	ENST00000371953	2.0837e-01	1
10:89711977	ENST00000371953	1.9033e-01	1
10:89711978	ENST00000371953	3.1761e-01	0
10:89711979	ENST00000371953	2.9744e-01	0
10:89711980	ENST00000371953	1.6248e-01	0
10:89711981	ENST00000371953	1.2046e-01	0
10:89711982	ENST00000371953	5.8547e-02	0
10:89711983	ENST00000371953	1.6141e-01	0
10:89711984	ENST00000371953	1.0510e-01	0
10:89711985	ENST00000371953	5.8895e-02	0
10:89711986	ENST00000371953	1.6248e-01	0
10:89711987	ENST00000371953	2.6604e-01	0
10:89711989	ENST00000371953	2.8976e-01	0
10:89711990	ENST00000371953	2.1423e-01	0
10:89711991	ENST00000371953	2.4604e-02	0
10:89711992	ENST00000371953	2.6040e-01	0
10:89711993	ENST00000371953	2.1643e-01	0
10:89711995	ENST00000371953	2.1423e-01	1
10:89711996	ENST00000371953	3.1761e-01	0
10:89711997	ENST00000371953	2.9744e-01	0
10:89711998	ENST00000371953	1.6248e-01	0
10:89711999	ENST00000371953	1.0510e-01	0
10:89712000	ENST00000371953	9.0487e-02	0
10:89712001	ENST00000371953	1.6301e-01	0
10:89712002	ENST00000371953	2.6604e-01	0
10:89712003	ENST00000371953	6.6275e-02	0
10:89712004	ENST00000371953	2.1643e-01	0
10:89712005	ENST00000371953	2.9822e-01	0
10:89712007	ENST00000371953	2.6466e+00	1
10:89712008	ENST00000371953	2.6040e-01	0
10:89712010	ENST00000371953	1.6248e-01	0
10:89712011	ENST00000371953	2.6604e-01	0
10:89712013	ENST00000371953	1.3628e-01	0
10:89712014	ENST00000371953	2.4173e-01	0
10:89712015	ENST00000371953	3.3898e-02	0
10:89712016	ENST00000371953	1.6301e-01	0
10:89717610	ENST00000371953	1.9033e-01	0
10:89717611	ENST00000371953	8.1690e-02	0
10:89717612	ENST00000371953	2.6040e-01	0
10:89717613	ENST00000371953	2.5483e-01	0
10:89717615	ENST00000371953	9.0487e-02	0
10:89717616	ENST00000371953	1.6301e-01	0
10:89717617	ENST00000371953	1.0429e-01	0
10:89717618	ENST00000371953	1.6248e-01	0
10:89717619	ENST00000371953	1.2046e-01	0
10:89717620	ENST00000371953	5.8547e-02	0
10:89717621	ENST00000371953	2.9744e-01	0
10:89717622	ENST00000371953	1.6953e-01	0
10:89717624	ENST00000371953	3.6874e-01	0
10:89717625	ENST00000371953	1.4541e-01	0
10:89717627	ENST00000371953	1.6301e-01	0
10:89717628	ENST00000371953	2.4173e-01	0
10:89717629	ENST00000371953	4.6365e-02	0
10:89717630	ENST00000371953	7.9730e-02	0
10:89717631	ENST00000371953	1.6301e-01	0
10:89717632	ENST00000371953	8.7517e-02	0
10:89717633	ENST00000371953	8.7517e-02	0
10:89717634	ENST00000371953	1.4921e-01	0
10:89717636	ENST00000371953	9.8775e-02	0
10:89717637	ENST00000371953	1.2953e-01	1
10:89717638	ENST00000371953	8.9310e-02	0
10:89717639	ENST00000371953	3.6874e-01	0
10:89717640	ENST00000371953	1.6953e-01	0
10:89717642	ENST00000371953	8.5957e-02	0
10:89717643	ENST00000371953	1.2953e-01	0
10:89717644	ENST00000371953	1.2700e-01	0
10:89717645	ENST00000371953	1.9033e-01	0
10:89717646	ENST00000371953	2.8976e-01	0
10:89717647	ENST00000371953	2.2760e-01	0
