locus	transcript	exp	obs
12:40619030	ENST00000298910	1.8330e-01	0
12:40619031	ENST00000298910	1.0355e-01	0
12:40619032	ENST00000298910	5.8029e-02	0
12:40619033	ENST00000298910	1.6009e-01	0
12:40619034	ENST00000298910	7.6598e-01	1
12:40619036	ENST00000298910	8.6230e-02	1
12:40619037	ENST00000298910	1.6061e-01	0
12:40619039	ENST00000298910	3.6332e-01	0
12:40619040	ENST00000298910	1.4327e-01	0
12:40619042	ENST00000298910	7.8558e-02	0
12:40619043	ENST00000298910	1.3427e-01	0
12:40619044	ENST00000298910	5.8029e-02	1
12:40619045	ENST00000298910	2.1108e-01	0
12:40619046	ENST00000298910	1.8753e-01	0
12:40619047	ENST00000298910	5.0954e-02	0
12:40619048	ENST00000298910	8.7997e-02	0
12:40619049	ENST00000298910	1.6061e-01	0
12:40619051	ENST00000298910	2.0451e-01	0
12:40619052	ENST00000298910	1.1040e-01	0
12:40619053	ENST00000298910	8.7997e-02	0
12:40619054	ENST00000298910	2.5657e-01	0
12:40619055	ENST00000298910	1.8753e-01	0
12:40619056	ENST00000298910	8.0488e-02	0
12:40619057	ENST00000298910	1.2514e-01	0
12:40619058	ENST00000298910	1.6061e-01	0
12:40619060	ENST00000298910	8.6230e-02	0
12:40619061	ENST00000298910	1.6061e-01	0
12:40619063	ENST00000298910	3.6332e-01	0
12:40619064	ENST00000298910	1.6704e-01	1
12:40619066	ENST00000298910	1.6009e-01	0
12:40619067	ENST00000298910	1.0355e-01	0
12:40619068	ENST00000298910	8.9156e-02	0
12:40619069	ENST00000298910	1.6704e-01	0
12:40619070	ENST00000298910	7.6598e-01	1
12:40619072	ENST00000298910	1.6733e-01	0
12:40619073	ENST00000298910	1.6733e-01	0
12:40619075	ENST00000298910	1.1040e-01	0
12:40619076	ENST00000298910	2.5657e-01	0
12:40619078	ENST00000298910	4.9773e-01	2
12:40619079	ENST00000298910	1.1040e-01	0
12:40619080	ENST00000298910	8.6230e-02	0
12:40619081	ENST00000298910	5.5416e-01	0
12:40619082	ENST00000298910	2.5681e-01	0
12:40619084	ENST00000298910	6.3183e-01	0
12:40619357	ENST00000298910	2.9384e-01	0
12:40619359	ENST00000298910	1.1040e-01	0
12:40619360	ENST00000298910	2.5657e-01	1
12:40619362	ENST00000298910	1.1587e-01	0
12:40619363	ENST00000298910	1.2762e-01	1
12:40619364	ENST00000298910	1.0276e-01	0
12:40619365	ENST00000298910	5.5023e-02	0
12:40619366	ENST00000298910	8.2804e-02	0
12:40619367	ENST00000298910	6.1243e-02	0
12:40619368	ENST00000298910	2.1108e-01	0
12:40619369	ENST00000298910	1.1869e-01	0
12:40619370	ENST00000298910	4.3103e-02	0
12:40619371	ENST00000298910	8.9156e-02	0
12:40619372	ENST00000298910	1.3427e-01	0
12:40619373	ENST00000298910	4.8927e-02	0
12:40619374	ENST00000298910	2.5108e-01	1
12:40619375	ENST00000298910	2.9384e-01	0
12:40619377	ENST00000298910	1.1587e-01	0
12:40619378	ENST00000298910	1.1869e-01	0
12:40619379	ENST00000298910	5.8029e-02	0
12:40619380	ENST00000298910	1.1869e-01	0
12:40619381	ENST00000298910	2.1108e-01	0
12:40619382	ENST00000298910	6.1243e-02	1
12:40619383	ENST00000298910	2.8550e-01	0
12:40619384	ENST00000298910	1.8753e-01	0
12:40619385	ENST00000298910	5.0954e-02	0
12:40619386	ENST00000298910	2.1324e-01	0
12:40619387	ENST00000298910	3.1294e-01	1
12:40619388	ENST00000298910	8.7104e-02	0
12:40619389	ENST00000298910	2.9307e-01	0
12:40619390	ENST00000298910	1.6704e-01	0
12:40619392	ENST00000298910	2.9384e-01	0
12:40619393	ENST00000298910	2.5108e-01	0
12:40619395	ENST00000298910	1.2514e-01	0
12:40619396	ENST00000298910	1.6061e-01	0
12:40619398	ENST00000298910	5.5023e-02	0
12:40619399	ENST00000298910	1.1587e-01	0
12:40619400	ENST00000298910	8.9156e-02	0
12:40619401	ENST00000298910	1.8753e-01	0
12:40619402	ENST00000298910	1.8753e-01	0
12:40619403	ENST00000298910	1.1059e-01	0
12:40619404	ENST00000298910	2.3861e+00	0
12:40619405	ENST00000298910	1.4327e-01	1
12:40619407	ENST00000298910	4.8927e-02	0
12:40619408	ENST00000298910	1.1587e-01	0
12:40619409	ENST00000298910	7.8558e-02	0
12:40619410	ENST00000298910	2.5657e-01	0
12:40619411	ENST00000298910	1.4327e-01	0
12:40619412	ENST00000298910	1.0276e-01	0
12:40619413	ENST00000298910	1.1040e-01	0
12:40619414	ENST00000298910	2.5657e-01	0
12:40619416	ENST00000298910	1.4701e-01	0
12:40619417	ENST00000298910	2.8550e-01	0
12:40619419	ENST00000298910	2.8550e-01	0
12:40619420	ENST00000298910	3.1294e-01	2
12:40619421	ENST00000298910	2.0530e-01	0
12:40619422	ENST00000298910	6.2581e-02	0
12:40619423	ENST00000298910	2.3649e-01	0
12:40619424	ENST00000298910	4.7816e-02	0
12:40619425	ENST00000298910	2.6213e-01	0
12:40619426	ENST00000298910	1.4327e-01	0
12:40619428	ENST00000298910	1.6624e+00	0
12:40619429	ENST00000298910	1.6624e+00	0
12:40619431	ENST00000298910	1.1040e-01	0
12:40619432	ENST00000298910	2.6213e-01	0
12:40619433	ENST00000298910	6.5300e-02	0
12:40619434	ENST00000298910	2.9307e-01	0
12:40619435	ENST00000298910	1.6704e-01	0
12:40619437	ENST00000298910	1.0028e-01	0
12:40619438	ENST00000298910	1.6061e-01	0
12:40619439	ENST00000298910	8.6230e-02	0
12:40619440	ENST00000298910	1.0028e-01	0
12:40619441	ENST00000298910	1.6061e-01	0
12:40619442	ENST00000298910	8.7997e-02	0
12:40626076	ENST00000298910	3.6332e-01	0
12:40626077	ENST00000298910	1.6704e-01	0
12:40626079	ENST00000298910	2.9654e-01	1
12:40626080	ENST00000298910	3.6332e-01	0
12:40626082	ENST00000298910	1.3427e-01	0
12:40626083	ENST00000298910	7.8558e-02	0
12:40626084	ENST00000298910	1.6359e-01	0
12:40626085	ENST00000298910	1.4327e-01	0
12:40626086	ENST00000298910	1.1615e-01	0
12:40626088	ENST00000298910	2.6213e-01	0
12:40626089	ENST00000298910	1.2762e-01	0
12:40626091	ENST00000298910	1.2514e-01	0
12:40626092	ENST00000298910	1.6061e-01	0
12:40626094	ENST00000298910	1.6704e-01	0
12:40626095	ENST00000298910	2.3818e-01	0
12:40626096	ENST00000298910	3.3400e-02	0
12:40626097	ENST00000298910	1.1587e-01	0
12:40626098	ENST00000298910	1.1869e-01	0
12:40626099	ENST00000298910	5.5762e-02	0
12:40626100	ENST00000298910	5.5762e-02	0
12:40626101	ENST00000298910	8.2804e-02	0
12:40626102	ENST00000298910	6.3471e-02	0
12:40626103	ENST00000298910	2.1108e-01	1
12:40626104	ENST00000298910	2.8550e-01	0
12:40626105	ENST00000298910	1.0371e-01	1
12:40626106	ENST00000298910	1.8330e-01	0
12:40626107	ENST00000298910	1.0355e-01	0
12:40626108	ENST00000298910	4.8927e-02	0
12:40626109	ENST00000298910	2.6213e-01	1
12:40626110	ENST00000298910	1.4327e-01	1
12:40626112	ENST00000298910	1.6061e-01	0
12:40626113	ENST00000298910	2.9307e-01	0
12:40626114	ENST00000298910	2.1021e-02	0
12:40626115	ENST00000298910	2.5657e-01	0
12:40626116	ENST00000298910	2.1324e-01	0
12:40626118	ENST00000298910	2.5108e-01	0
12:40626119	ENST00000298910	3.6332e-01	0
12:40626121	ENST00000298910	1.6733e-01	1
12:40626122	ENST00000298910	2.9307e-01	1
12:40626124	ENST00000298910	2.1108e-01	1
12:40626125	ENST00000298910	3.1294e-01	0
12:40626126	ENST00000298910	2.3818e-01	0
12:40626127	ENST00000298910	1.0028e-01	0
12:40626128	ENST00000298910	1.3427e-01	0
12:40626129	ENST00000298910	5.8029e-02	0
12:40626130	ENST00000298910	1.2762e-01	0
12:40626131	ENST00000298910	2.4224e-01	0
12:40626132	ENST00000298910	8.6230e-02	0
12:40626133	ENST00000298910	4.8927e-02	0
12:40626134	ENST00000298910	8.2804e-02	0
12:40626135	ENST00000298910	6.3471e-02	0
12:40626136	ENST00000298910	2.1108e-01	0
12:40626137	ENST00000298910	3.1294e-01	0
12:40626138	ENST00000298910	2.1324e-01	0
12:40626139	ENST00000298910	2.3590e-01	0
12:40626140	ENST00000298910	2.5657e-01	0
12:40626142	ENST00000298910	3.6332e-01	0
12:40626143	ENST00000298910	2.9654e-01	1
12:40626145	ENST00000298910	7.8558e-02	0
12:40626146	ENST00000298910	1.6061e-01	0
12:40626147	ENST00000298910	8.7997e-02	1
12:40626148	ENST00000298910	2.5657e-01	1
12:40626149	ENST00000298910	1.8753e-01	0
12:40626150	ENST00000298910	8.7104e-02	1
12:40626151	ENST00000298910	2.9307e-01	0
12:40626152	ENST00000298910	1.6009e-01	0
12:40626154	ENST00000298910	1.7026e-01	0
12:40626155	ENST00000298910	2.5657e-01	0
12:40626157	ENST00000298910	1.1869e-01	1
12:40626158	ENST00000298910	2.1108e-01	0
12:40626159	ENST00000298910	8.7104e-02	0
12:40626160	ENST00000298910	2.0530e-01	0
12:40626161	ENST00000298910	1.8753e-01	0
12:40626162	ENST00000298910	5.5762e-02	0
12:40626163	ENST00000298910	1.3427e-01	0
12:40626164	ENST00000298910	7.8558e-02	0
12:40626165	ENST00000298910	1.2484e-01	0
12:40626166	ENST00000298910	2.0451e-01	0
12:40626167	ENST00000298910	1.0355e-01	0
12:40626168	ENST00000298910	4.8927e-02	0
12:40626169	ENST00000298910	2.6213e-01	2
12:40626170	ENST00000298910	1.4327e-01	1
12:40626172	ENST00000298910	2.5108e-01	1
12:40626173	ENST00000298910	1.2762e-01	0
12:40626175	ENST00000298910	2.1324e-01	1
12:40626176	ENST00000298910	3.6332e-01	1
12:40626178	ENST00000298910	2.9307e-01	0
12:40626179	ENST00000298910	1.6009e-01	0
12:40626181	ENST00000298910	2.0530e-01	0
12:40626182	ENST00000298910	1.6704e-01	1
12:40626183	ENST00000298910	1.6359e-01	1
12:40626184	ENST00000298910	7.8558e-02	0
12:40626185	ENST00000298910	1.6061e-01	1
12:40629428	ENST00000298910	8.0488e-02	0
12:40629429	ENST00000298910	5.5762e-02	0
12:40629430	ENST00000298910	1.1587e-01	0
12:40629431	ENST00000298910	8.9156e-02	0
12:40629432	ENST00000298910	1.8753e-01	0
12:40629433	ENST00000298910	2.1108e-01	0
12:40629434	ENST00000298910	2.4242e-02	0
12:40629435	ENST00000298910	2.3649e-01	0
12:40629436	ENST00000298910	4.8927e-02	0
12:40629438	ENST00000298910	1.0988e-01	0
12:40629439	ENST00000298910	1.1869e-01	0
12:40629440	ENST00000298910	5.8029e-02	0
12:40629441	ENST00000298910	2.1108e-01	0
12:40629442	ENST00000298910	3.1294e-01	0
12:40629443	ENST00000298910	2.3818e-01	0
12:40629444	ENST00000298910	8.6230e-02	0
12:40629445	ENST00000298910	1.4701e-01	0
12:40629447	ENST00000298910	1.6009e-01	0
12:40629448	ENST00000298910	2.9307e-01	1
12:40629450	ENST00000298910	2.6213e-01	0
12:40629451	ENST00000298910	1.6009e-01	0
12:40629453	ENST00000298910	2.0530e-01	1
12:40629454	ENST00000298910	3.1294e-01	1
12:40629455	ENST00000298910	6.1243e-02	0
12:40629456	ENST00000298910	1.4627e-01	0
12:40629457	ENST00000298910	2.1108e-01	0
12:40629458	ENST00000298910	8.7104e-02	0
12:40629459	ENST00000298910	2.3818e-01	0
12:40629460	ENST00000298910	2.9384e-01	0
12:40629462	ENST00000298910	1.6061e-01	1
12:40629463	ENST00000298910	2.6213e-01	0
12:40629464	ENST00000298910	6.5300e-02	1
12:40629465	ENST00000298910	2.9307e-01	0
12:40629466	ENST00000298910	1.6733e-01	0
12:40629468	ENST00000298910	1.1869e-01	0
12:40629469	ENST00000298910	1.6009e-01	0
12:40629470	ENST00000298910	1.0276e-01	0
12:40629471	ENST00000298910	4.8927e-02	0
12:40629472	ENST00000298910	1.1587e-01	0
12:40629473	ENST00000298910	1.0639e-01	0
12:40629474	ENST00000298910	1.4327e-01	0
12:40629475	ENST00000298910	1.1615e-01	1
12:40629477	ENST00000298910	2.6213e-01	1
12:40629478	ENST00000298910	1.6704e-01	1
12:40629480	ENST00000298910	1.8753e-01	1
12:40629481	ENST00000298910	2.1108e-01	0
12:40629482	ENST00000298910	3.9287e-02	0
12:40629483	ENST00000298910	1.7026e-01	1
12:40629484	ENST00000298910	2.5657e-01	0
12:40629486	ENST00000298910	1.0276e-01	0
12:40629487	ENST00000298910	1.6061e-01	0
12:40629489	ENST00000298910	8.4693e-02	0
12:40629490	ENST00000298910	1.2762e-01	0
12:40629491	ENST00000298910	1.2514e-01	0
12:40629492	ENST00000298910	1.4327e-01	0
12:40629493	ENST00000298910	3.6332e-01	1
12:40629495	ENST00000298910	4.8927e-02	0
12:40629496	ENST00000298910	8.2804e-02	0
12:40629497	ENST00000298910	4.3299e-02	0
12:40629498	ENST00000298910	2.3649e-01	0
12:40629499	ENST00000298910	1.8753e-01	0
12:40629500	ENST00000298910	8.0488e-02	0
12:40629501	ENST00000298910	2.3649e-01	0
12:40629502	ENST00000298910	1.1040e-01	1
12:40629504	ENST00000298910	2.5108e-01	0
12:40629505	ENST00000298910	1.1040e-01	0
12:40629507	ENST00000298910	8.7997e-02	0
12:40629508	ENST00000298910	1.4701e-01	0
12:40629510	ENST00000298910	1.6009e-01	0
12:40629511	ENST00000298910	2.6213e-01	0
12:40629513	ENST00000298910	1.0355e-01	0
12:40629514	ENST00000298910	1.1615e-01	0
12:40629516	ENST00000298910	2.5108e-01	0
12:40631771	ENST00000298910	2.4908e-01	1
12:40631773	ENST00000298910	1.0988e-01	0
12:40631774	ENST00000298910	1.1869e-01	0
12:40631775	ENST00000298910	5.8029e-02	0
12:40631776	ENST00000298910	2.1108e-01	0
12:40631777	ENST00000298910	1.8753e-01	0
12:40631778	ENST00000298910	4.2890e-02	0
12:40631779	ENST00000298910	1.6704e-01	0
12:40631780	ENST00000298910	3.6332e-01	1
12:40631782	ENST00000298910	4.8927e-02	0
12:40631783	ENST00000298910	1.1587e-01	0
12:40631784	ENST00000298910	1.0028e-01	0
12:40631785	ENST00000298910	8.6230e-02	0
12:40631786	ENST00000298910	1.6061e-01	0
12:40631788	ENST00000298910	1.8753e-01	0
12:40631789	ENST00000298910	2.8550e-01	0
12:40631790	ENST00000298910	2.2426e-01	0
12:40631791	ENST00000298910	5.5762e-02	0
12:40631792	ENST00000298910	1.1587e-01	1
12:40631793	ENST00000298910	7.8558e-02	1
12:40631794	ENST00000298910	2.5657e-01	1
12:40631795	ENST00000298910	1.8753e-01	0
12:40631796	ENST00000298910	8.7104e-02	0
12:40631797	ENST00000298910	1.5904e-01	0
12:40631798	ENST00000298910	1.0355e-01	0
12:40631799	ENST00000298910	4.8927e-02	0
12:40631800	ENST00000298910	1.8330e-01	0
12:40631801	ENST00000298910	1.0355e-01	1
12:40631802	ENST00000298910	5.8029e-02	0
12:40631803	ENST00000298910	1.2762e-01	0
12:40631804	ENST00000298910	2.6213e-01	0
12:40631805	ENST00000298910	6.5300e-02	0
12:40631806	ENST00000298910	2.0530e-01	0
12:40631807	ENST00000298910	1.8753e-01	1
12:40631808	ENST00000298910	6.1243e-02	0
12:40631809	ENST00000298910	2.8550e-01	0
12:40631810	ENST00000298910	2.1108e-01	0
12:40631811	ENST00000298910	3.6659e-02	0
12:40631812	ENST00000298910	1.1869e-01	1
12:40631813	ENST00000298910	1.0355e-01	0
12:40631814	ENST00000298910	8.9156e-02	0
12:40631815	ENST00000298910	3.1294e-01	3
12:40631816	ENST00000298910	3.1294e-01	0
12:40631817	ENST00000298910	2.9307e-01	1
12:40631818	ENST00000298910	5.5023e-02	0
12:40631819	ENST00000298910	8.2804e-02	0
12:40631820	ENST00000298910	6.3471e-02	0
12:40631821	ENST00000298910	2.1108e-01	0
12:40631822	ENST00000298910	2.1108e-01	1
12:40631823	ENST00000298910	3.6659e-02	0
12:40631824	ENST00000298910	1.1869e-01	0
12:40631825	ENST00000298910	1.1869e-01	0
12:40631826	ENST00000298910	5.7686e-02	0
12:40631827	ENST00000298910	2.0530e-01	1
12:40631828	ENST00000298910	1.8753e-01	0
12:40631829	ENST00000298910	8.7104e-02	0
12:40631830	ENST00000298910	2.3818e-01	0
12:40631831	ENST00000298910	2.9384e-01	0
12:40631833	ENST00000298910	3.1294e-01	1
12:40631834	ENST00000298910	3.1294e-01	0
12:40631835	ENST00000298910	2.3818e-01	1
12:40631836	ENST00000298910	2.3818e-01	1
12:40631837	ENST00000298910	1.6704e-01	0
12:40631838	ENST00000298910	1.0276e-01	0
12:40631839	ENST00000298910	1.1040e-01	0
12:40631840	ENST00000298910	1.1615e-01	0
12:40631842	ENST00000298910	2.1108e-01	0
12:40631843	ENST00000298910	1.1869e-01	1
12:40631844	ENST00000298910	4.3103e-02	0
12:40631845	ENST00000298910	2.5657e-01	1
12:40631846	ENST00000298910	2.1324e-01	0
12:40631848	ENST00000298910	2.4224e-01	0
12:40631849	ENST00000298910	2.9384e-01	0
12:40631851	ENST00000298910	1.3427e-01	0
12:40631852	ENST00000298910	2.1108e-01	1
12:40631853	ENST00000298910	8.7104e-02	0
12:40631854	ENST00000298910	2.0530e-01	0
12:40631855	ENST00000298910	1.8753e-01	0
12:40631856	ENST00000298910	8.7104e-02	0
12:40631857	ENST00000298910	1.5904e-01	0
12:40631858	ENST00000298910	1.0355e-01	1
12:40631859	ENST00000298910	4.8927e-02	0
12:40631860	ENST00000298910	2.6213e-01	1
12:40631861	ENST00000298910	1.4327e-01	0
12:40631863	ENST00000298910	7.8558e-02	0
12:40631864	ENST00000298910	1.6061e-01	0
12:40631865	ENST00000298910	1.2514e-01	0
12:40631866	ENST00000298910	8.4693e-02	0
12:40631867	ENST00000298910	1.1869e-01	0
12:40631868	ENST00000298910	5.5023e-02	0
12:40631869	ENST00000298910	2.6213e-01	0
12:40631870	ENST00000298910	1.2762e-01	0
12:40631872	ENST00000298910	1.7026e-01	0
12:40631873	ENST00000298910	2.5657e-01	2
12:40631875	ENST00000298910	3.1294e-01	0
12:40631876	ENST00000298910	2.3818e-01	0
12:40631877	ENST00000298910	3.3400e-02	0
12:40631878	ENST00000298910	1.1587e-01	0
12:40631879	ENST00000298910	1.1869e-01	0
12:40631880	ENST00000298910	4.8927e-02	1
12:40631881	ENST00000298910	2.4224e-01	0
12:40631882	ENST00000298910	2.4224e-01	0
12:40631884	ENST00000298910	5.8029e-02	0
12:40631885	ENST00000298910	8.2804e-02	0
12:40631886	ENST00000298910	4.3525e-02	0
12:40631887	ENST00000298910	2.9307e-01	0
12:40631888	ENST00000298910	3.1294e-01	0
12:40631889	ENST00000298910	8.7104e-02	0
12:40631890	ENST00000298910	2.9307e-01	0
12:40631891	ENST00000298910	1.6704e-01	0
12:40631893	ENST00000298910	8.6230e-02	0
12:40631894	ENST00000298910	1.6061e-01	0
12:40631896	ENST00000298910	1.6009e-01	0
12:40631897	ENST00000298910	1.1869e-01	2
12:40631898	ENST00000298910	5.7686e-02	0
12:40631899	ENST00000298910	1.5904e-01	1
12:40631900	ENST00000298910	1.1040e-01	0
12:40631901	ENST00000298910	1.2514e-01	0
12:40631902	ENST00000298910	6.2581e-02	0
12:40631903	ENST00000298910	2.3649e-01	0
12:40631904	ENST00000298910	4.7816e-02	0
12:40631905	ENST00000298910	2.5108e-01	0
12:40634285	ENST00000298910	1.4327e-01	1
12:40634287	ENST00000298910	1.1040e-01	1
12:40634288	ENST00000298910	1.1615e-01	0
12:40634290	ENST00000298910	1.8330e-01	0
12:40634291	ENST00000298910	1.1040e-01	1
12:40634292	ENST00000298910	8.7997e-02	0
12:40634293	ENST00000298910	2.0451e-01	0
12:40634294	ENST00000298910	1.1040e-01	0
12:40634295	ENST00000298910	8.6230e-02	0
12:40634296	ENST00000298910	1.0028e-01	0
12:40634297	ENST00000298910	1.3427e-01	0
12:40634298	ENST00000298910	5.5023e-02	0
12:40634299	ENST00000298910	1.0276e-01	0
12:40634300	ENST00000298910	1.6061e-01	1
12:40634302	ENST00000298910	1.4327e-01	1
12:40634303	ENST00000298910	2.6213e-01	0
12:40634305	ENST00000298910	1.5904e-01	0
12:40634306	ENST00000298910	1.0355e-01	0
12:40634307	ENST00000298910	5.5762e-02	0
12:40634308	ENST00000298910	2.1108e-01	0
12:40634309	ENST00000298910	1.1869e-01	0
12:40634310	ENST00000298910	5.7686e-02	0
12:40634311	ENST00000298910	2.9307e-01	1
12:40634312	ENST00000298910	1.6009e-01	0
12:40634314	ENST00000298910	1.5904e-01	0
12:40634315	ENST00000298910	1.1040e-01	0
12:40634316	ENST00000298910	1.2514e-01	0
12:40634317	ENST00000298910	1.0355e-01	0
12:40634318	ENST00000298910	1.6009e-01	1
12:40634319	ENST00000298910	1.0639e-01	0
12:40634320	ENST00000298910	1.1587e-01	0
12:40634321	ENST00000298910	1.1869e-01	1
12:40634322	ENST00000298910	4.8927e-02	0
12:40634323	ENST00000298910	2.3649e-01	0
12:40634324	ENST00000298910	1.8753e-01	2
12:40634325	ENST00000298910	5.5762e-02	0
12:40634326	ENST00000298910	1.4627e-01	1
12:40634327	ENST00000298910	2.8550e-01	0
12:40634329	ENST00000298910	2.8550e-01	0
12:40634330	ENST00000298910	3.1294e-01	1
12:40634331	ENST00000298910	2.0530e-01	0
12:40634332	ENST00000298910	1.2896e-01	0
12:40634333	ENST00000298910	2.8550e-01	0
12:40634334	ENST00000298910	2.2426e-01	1
12:40634335	ENST00000298910	5.5762e-02	0
12:40634336	ENST00000298910	1.1587e-01	0
12:40634337	ENST00000298910	1.0639e-01	1
12:40634338	ENST00000298910	5.5023e-02	0
12:40634339	ENST00000298910	8.2804e-02	0
12:40634340	ENST00000298910	6.3471e-02	0
12:40634341	ENST00000298910	1.2762e-01	0
12:40634342	ENST00000298910	2.6213e-01	1
12:40634343	ENST00000298910	6.5300e-02	0
12:40634344	ENST00000298910	2.3818e-01	0
12:40634345	ENST00000298910	2.7196e+00	2
12:40634347	ENST00000298910	5.5023e-02	0
12:40634348	ENST00000298910	8.2804e-02	0
12:40634349	ENST00000298910	6.3471e-02	0
12:40634350	ENST00000298910	1.6009e-01	0
12:40634351	ENST00000298910	2.9307e-01	1
12:40634353	ENST00000298910	1.1869e-01	0
12:40634354	ENST00000298910	2.1108e-01	0
12:40634355	ENST00000298910	5.5762e-02	1
12:40634356	ENST00000298910	1.1869e-01	0
12:40634357	ENST00000298910	1.1869e-01	0
12:40634358	ENST00000298910	6.3471e-02	0
12:40634359	ENST00000298910	1.0988e-01	0
12:40634360	ENST00000298910	1.1869e-01	0
12:40634361	ENST00000298910	4.8927e-02	0
12:40634362	ENST00000298910	2.3649e-01	0
12:40634363	ENST00000298910	1.8753e-01	0
12:40634364	ENST00000298910	8.7104e-02	0
12:40634365	ENST00000298910	1.5904e-01	0
12:40634366	ENST00000298910	1.0355e-01	0
12:40634367	ENST00000298910	4.8927e-02	0
12:40634368	ENST00000298910	1.8330e-01	0
12:40634369	ENST00000298910	1.1040e-01	0
12:40634370	ENST00000298910	8.7997e-02	0
12:40634371	ENST00000298910	2.0451e-01	0
12:40634372	ENST00000298910	1.0355e-01	0
12:40634373	ENST00000298910	5.8029e-02	0
12:40634374	ENST00000298910	2.1108e-01	0
12:40634375	ENST00000298910	2.1108e-01	0
12:40634376	ENST00000298910	3.9287e-02	0
12:40634377	ENST00000298910	2.9307e-01	0
12:40634378	ENST00000298910	1.6704e-01	0
12:40634380	ENST00000298910	2.4224e-01	0
12:40634381	ENST00000298910	1.2762e-01	0
12:40634383	ENST00000298910	2.0530e-01	0
12:40634384	ENST00000298910	3.1294e-01	0
12:40634385	ENST00000298910	8.7104e-02	0
12:40634386	ENST00000298910	2.9307e-01	0
